,timestamp,5472,time_diff
682519,2021-05-02 11:33:53,413.5,0 days 00:05:00
682530,2021-05-02 11:39:17,405.9,0 days 00:05:24
682541,2021-05-02 11:44:46,398.6,0 days 00:05:29
682551,2021-05-02 11:49:46,391.6,0 days 00:05:00
682561,2021-05-02 11:54:47,384.8,0 days 00:05:01
682571,2021-05-02 11:59:47,378.3,0 days 00:05:00
682582,2021-05-02 12:05:05,371.4,0 days 00:05:18
682592,2021-05-02 12:10:05,365.2,0 days 00:05:00
682602,2021-05-02 12:15:05,358.7,0 days 00:05:00
682612,2021-05-02 12:20:05,352.9,0 days 00:05:00
682622,2021-05-02 12:25:05,346.9,0 days 00:05:00
682632,2021-05-02 12:30:05,341.4,0 days 00:05:00
682642,2021-05-02 12:35:05,335.9,0 days 00:05:00
682652,2021-05-02 12:40:05,330.6,0 days 00:05:00
682662,2021-05-02 12:45:05,325.4,0 days 00:05:00
682672,2021-05-02 12:50:05,320.4,0 days 00:05:00
682682,2021-05-02 12:55:05,315.8,0 days 00:05:00
682693,2021-05-02 13:00:35,310.9,0 days 00:05:30
682703,2021-05-02 13:05:35,306.3,0 days 00:05:00
682713,2021-05-02 13:10:35,301.5,0 days 00:05:00
682723,2021-05-02 13:15:35,296.4,0 days 00:05:00
682733,2021-05-02 13:20:35,291.5,0 days 00:05:00
682743,2021-05-02 13:25:35,287.5,0 days 00:05:00
682753,2021-05-02 13:30:35,282.5,0 days 00:05:00
682763,2021-05-02 13:35:35,277.9,0 days 00:05:00
682774,2021-05-02 13:41:05,273.1,0 days 00:05:30
682784,2021-05-02 13:46:05,269.1,0 days 00:05:00
682794,2021-05-02 13:51:05,264.9,0 days 00:05:00
682804,2021-05-02 13:56:05,260.7,0 days 00:05:00
682814,2021-05-02 14:01:05,256.8,0 days 00:05:00
682823,2021-05-02 14:06:05,252.9,0 days 00:05:00
682833,2021-05-02 14:11:05,249.2,0 days 00:05:00
682842,2021-05-02 14:16:05,245.6,0 days 00:05:00
682851,2021-05-02 14:21:05,241.9,0 days 00:05:00
682861,2021-05-02 14:26:05,238.6,0 days 00:05:00
682870,2021-05-02 14:31:05,235.4,0 days 00:05:00
682879,2021-05-02 14:36:05,232.5,0 days 00:05:00
682888,2021-05-02 14:41:35,229.1,0 days 00:05:30
682897,2021-05-02 14:46:35,226.1,0 days 00:05:00
682907,2021-05-02 14:51:35,223.3,0 days 00:05:00
682916,2021-05-02 14:57:05,221.9,0 days 00:05:30
682923,2021-05-02 15:02:05,221.4,0 days 00:05:00
682930,2021-05-02 15:07:05,220.9,0 days 00:05:00
682939,2021-05-02 15:12:35,219.7,0 days 00:05:30
682949,2021-05-02 15:18:35,217.9,0 days 00:06:00
682956,2021-05-02 15:23:35,217.2,0 days 00:05:00
682964,2021-05-02 15:28:35,215.8,0 days 00:05:00
682973,2021-05-02 15:33:35,214.6,0 days 00:05:00
682980,2021-05-02 15:38:35,213.5,0 days 00:05:00
682989,2021-05-02 15:43:35,212.8,0 days 00:05:00
682996,2021-05-02 15:48:35,211.5,0 days 00:05:00
683004,2021-05-02 15:53:35,210.3,0 days 00:05:00
683014,2021-05-02 15:59:05,211.1,0 days 00:05:30
683024,2021-05-02 16:04:05,213.3,0 days 00:05:00
683034,2021-05-02 16:09:05,216.8,0 days 00:05:00
683045,2021-05-02 16:14:35,220.7,0 days 00:05:30
683055,2021-05-02 16:19:35,225.6,0 days 00:05:00
683065,2021-05-02 16:25:05,228.5,0 days 00:05:30
683075,2021-05-02 16:30:05,232.1,0 days 00:05:00
683085,2021-05-02 16:35:05,235.6,0 days 00:05:00
683092,2021-05-02 16:40:05,237.1,0 days 00:05:00
683098,2021-05-02 16:45:05,238.2,0 days 00:05:00
683103,2021-05-02 16:50:05,237.2,0 days 00:05:00
683113,2021-05-02 16:56:35,237,0 days 00:06:30
683122,2021-05-02 17:01:35,236.8,0 days 00:05:00
683132,2021-05-02 17:06:35,243.9,0 days 00:05:00
683144,2021-05-02 17:11:50,253.9,0 days 00:05:15
683163,2021-05-02 17:16:55,276.4,0 days 00:05:05
683188,2021-05-02 17:22:00,305.7,0 days 00:05:05
683215,2021-05-02 17:27:08,338,0 days 00:05:08
683240,2021-05-02 17:32:16,367.5,0 days 00:05:08
683265,2021-05-02 17:37:29,396.7,0 days 00:05:13
683282,2021-05-02 17:42:37,416.7,0 days 00:05:08
683294,2021-05-02 17:47:37,429.4,0 days 00:05:00
683305,2021-05-02 17:52:48,438.7,0 days 00:05:11
683317,2021-05-02 17:58:00,451.3,0 days 00:05:12
683328,2021-05-02 18:03:09,462.5,0 days 00:05:09
683339,2021-05-02 18:08:32,469.9,0 days 00:05:23
683348,2021-05-02 18:13:33,471.8,0 days 00:05:01
683355,2021-05-02 18:18:33,471.7,0 days 00:05:00
683366,2021-05-02 18:24:02,475.4,0 days 00:05:29
683374,2021-05-02 18:29:02,477.1,0 days 00:05:00
683382,2021-05-02 18:34:32,476.2,0 days 00:05:30
683392,2021-05-02 18:39:32,475.7,0 days 00:05:00
683402,2021-05-02 18:44:32,472.7,0 days 00:05:00
683412,2021-05-02 18:49:32,469.4,0 days 00:05:00
683422,2021-05-02 18:54:32,465.4,0 days 00:05:00
683432,2021-05-02 18:59:32,460.9,0 days 00:05:00
683442,2021-05-02 19:04:32,456.4,0 days 00:05:00
683452,2021-05-02 19:09:32,451.7,0 days 00:05:00
683462,2021-05-02 19:14:32,447.5,0 days 00:05:00
683472,2021-05-02 19:19:32,443.9,0 days 00:05:00
683482,2021-05-02 19:24:44,452,0 days 00:05:12
683494,2021-05-02 19:30:02,464.8,0 days 00:05:18
683513,2021-05-02 19:35:04,487.2,0 days 00:05:02
683538,2021-05-02 19:40:06,516.3,0 days 00:05:02
683562,2021-05-02 19:45:06,544.6,0 days 00:05:00
683584,2021-05-02 19:50:14,570.1,0 days 00:05:08
683605,2021-05-02 19:55:28,594.7,0 days 00:05:14
683618,2021-05-02 20:00:56,608.4,0 days 00:05:28
683629,2021-05-02 20:06:18,616.8,0 days 00:05:22
683639,2021-05-02 20:11:48,616.3,0 days 00:05:30
683650,2021-05-02 20:17:12,609.9,0 days 00:05:24
683661,2021-05-02 20:22:38,601.2,0 days 00:05:26
683672,2021-05-02 20:27:58,592.7,0 days 00:05:20
683682,2021-05-02 20:32:58,587.1,0 days 00:05:00
683690,2021-05-02 20:37:58,588.5,0 days 00:05:00
683697,2021-05-02 20:42:58,588.7,0 days 00:05:00
683706,2021-05-02 20:47:58,590.8,0 days 00:05:00
683717,2021-05-02 20:52:58,600,0 days 00:05:00
683736,2021-05-02 20:58:10,621.8,0 days 00:05:12
683757,2021-05-02 21:03:20,647,0 days 00:05:10
683776,2021-05-02 21:08:42,669.3,0 days 00:05:22
683789,2021-05-02 21:13:54,684.5,0 days 00:05:12
683806,2021-05-02 21:19:08,704.4,0 days 00:05:14
683828,2021-05-02 21:24:12,730.1,0 days 00:05:04
683849,2021-05-02 21:29:14,754.1,0 days 00:05:02
683869,2021-05-02 21:34:18,777.6,0 days 00:05:04
683891,2021-05-02 21:39:19,803.2,0 days 00:05:01
683917,2021-05-02 21:44:30,833.3,0 days 00:05:11
683944,2021-05-02 21:49:31,864.7,0 days 00:05:01
683968,2021-05-02 21:54:39,893,0 days 00:05:08
683991,2021-05-02 21:59:42,920.1,0 days 00:05:03
684015,2021-05-02 22:04:42,948.5,0 days 00:05:00
684040,2021-05-02 22:09:43,977.7,0 days 00:05:01
684065,2021-05-02 22:14:52,1007.4,0 days 00:05:09
684088,2021-05-02 22:19:55,1033.9,0 days 00:05:03
684106,2021-05-02 22:24:58,1054.8,0 days 00:05:03
684124,2021-05-02 22:30:00,1075.7,0 days 00:05:02
684151,2021-05-02 22:35:00,1108.1,0 days 00:05:00
684172,2021-05-02 22:40:03,1133,0 days 00:05:03
684183,2021-05-02 22:45:30,1141.3,0 days 00:05:27
684197,2021-05-02 22:50:41,1156.6,0 days 00:05:11
684216,2021-05-02 22:56:01,1178.9,0 days 00:05:20
684234,2021-05-02 23:01:19,1200.5,0 days 00:05:18
684247,2021-05-02 23:06:19,1214.7,0 days 00:05:00
684258,2021-05-02 23:11:23,1223.6,0 days 00:05:04
684268,2021-05-02 23:16:23,1231.4,0 days 00:05:00
684284,2021-05-02 23:21:39,1249.5,0 days 00:05:16
684298,2021-05-02 23:27:07,1263.2,0 days 00:05:28
684309,2021-05-02 23:32:19,1273.9,0 days 00:05:12
684323,2021-05-02 23:37:45,1288.6,0 days 00:05:26
684334,2021-05-02 23:42:47,1297.8,0 days 00:05:02
684345,2021-05-02 23:47:59,1303.8,0 days 00:05:12
684356,2021-05-02 23:53:27,1309.9,0 days 00:05:28
684368,2021-05-02 23:58:45,1322.2,0 days 00:05:18
684383,2021-05-03 00:03:59,1339.7,0 days 00:05:14
684406,2021-05-03 00:09:03,1368.1,0 days 00:05:04
684421,2021-05-03 00:14:12,1384.5,0 days 00:05:09
684432,2021-05-03 00:19:38,1391.9,0 days 00:05:26
684446,2021-05-03 00:24:49,1408,0 days 00:05:11
684460,2021-05-03 00:30:11,1424.1,0 days 00:05:22
684472,2021-05-03 00:35:20,1436.7,0 days 00:05:09
684484,2021-05-03 00:40:39,1447.6,0 days 00:05:19
684495,2021-05-03 00:46:05,1451.3,0 days 00:05:26
684506,2021-05-03 00:51:13,1442.3,0 days 00:05:08
684520,2021-05-03 00:56:25,1426.4,0 days 00:05:12
684533,2021-05-03 01:01:40,1411.7,0 days 00:05:15
684549,2021-05-03 01:06:59,1393.5,0 days 00:05:19
684566,2021-05-03 01:12:23,1373.8,0 days 00:05:24
684582,2021-05-03 01:17:25,1355.2,0 days 00:05:02
684599,2021-05-03 01:22:41,1335.7,0 days 00:05:16
684613,2021-05-03 01:27:49,1319.4,0 days 00:05:08
684627,2021-05-03 01:32:51,1303.7,0 days 00:05:02
684641,2021-05-03 01:38:01,1288.8,0 days 00:05:10
684655,2021-05-03 01:43:10,1273.1,0 days 00:05:09
684669,2021-05-03 01:48:35,1256.2,0 days 00:05:25
684684,2021-05-03 01:53:48,1238.7,0 days 00:05:13
684700,2021-05-03 01:59:10,1220.6,0 days 00:05:22
684714,2021-05-03 02:04:20,1204.5,0 days 00:05:10
684728,2021-05-03 02:09:29,1189.2,0 days 00:05:09
684743,2021-05-03 02:14:37,1171.8,0 days 00:05:08
684758,2021-05-03 02:19:53,1153.9,0 days 00:05:16
684773,2021-05-03 02:25:05,1136.9,0 days 00:05:12
684785,2021-05-03 02:30:05,1123.8,0 days 00:05:00
684797,2021-05-03 02:35:21,1111.1,0 days 00:05:16
684808,2021-05-03 02:40:21,1101.5,0 days 00:05:00
684819,2021-05-03 02:45:47,1094.1,0 days 00:05:26
684830,2021-05-03 02:51:03,1088.9,0 days 00:05:16
684841,2021-05-03 02:56:25,1082,0 days 00:05:22
684852,2021-05-03 03:01:53,1076.4,0 days 00:05:28
684861,2021-05-03 03:06:53,1074.7,0 days 00:05:00
684870,2021-05-03 03:12:22,1075.1,0 days 00:05:29
684880,2021-05-03 03:17:23,1074.3,0 days 00:05:01
684890,2021-05-03 03:22:30,1070.1,0 days 00:05:07
684900,2021-05-03 03:27:30,1065.3,0 days 00:05:00
684911,2021-05-03 03:32:41,1055.1,0 days 00:05:11
684922,2021-05-03 03:37:44,1044.8,0 days 00:05:03
684932,2021-05-03 03:42:44,1039.8,0 days 00:05:00
684941,2021-05-03 03:47:45,1041.5,0 days 00:05:01
684951,2021-05-03 03:53:12,1046.7,0 days 00:05:27
684961,2021-05-03 03:58:42,1050.2,0 days 00:05:30
684972,2021-05-03 04:03:56,1058,0 days 00:05:14
684982,2021-05-03 04:09:05,1063.2,0 days 00:05:09
684992,2021-05-03 04:14:05,1067.7,0 days 00:05:00
685003,2021-05-03 04:19:17,1077.2,0 days 00:05:12
685014,2021-05-03 04:24:21,1087.6,0 days 00:05:04
685026,2021-05-03 04:29:29,1100.4,0 days 00:05:08
685038,2021-05-03 04:34:32,1112.6,0 days 00:05:03
685051,2021-05-03 04:39:58,1126.4,0 days 00:05:26
685064,2021-05-03 04:45:24,1140.8,0 days 00:05:26
685077,2021-05-03 04:50:49,1154.3,0 days 00:05:25
685089,2021-05-03 04:55:58,1165.2,0 days 00:05:09
685100,2021-05-03 05:01:04,1174.2,0 days 00:05:06
685111,2021-05-03 05:06:13,1181.9,0 days 00:05:09
685122,2021-05-03 05:11:26,1189.9,0 days 00:05:13
685132,2021-05-03 05:16:26,1195.6,0 days 00:05:00
685143,2021-05-03 05:21:51,1203.7,0 days 00:05:25
685154,2021-05-03 05:27:08,1211.3,0 days 00:05:17
685165,2021-05-03 05:32:34,1216.6,0 days 00:05:26
685176,2021-05-03 05:37:56,1221.7,0 days 00:05:22
685187,2021-05-03 05:43:22,1226.8,0 days 00:05:26
685197,2021-05-03 05:48:23,1229.4,0 days 00:05:01
685207,2021-05-03 05:53:52,1231.2,0 days 00:05:29
685214,2021-05-03 05:58:52,1230.5,0 days 00:05:00
685224,2021-05-03 06:03:52,1228.8,0 days 00:05:00
685234,2021-05-03 06:08:53,1225.8,0 days 00:05:01
685245,2021-05-03 06:14:16,1223.3,0 days 00:05:23
685254,2021-05-03 06:19:16,1224,0 days 00:05:00
685265,2021-05-03 06:24:24,1234.8,0 days 00:05:08
685279,2021-05-03 06:29:41,1250.9,0 days 00:05:17
685293,2021-05-03 06:34:46,1266.8,0 days 00:05:05
685307,2021-05-03 06:39:52,1282.2,0 days 00:05:06
685321,2021-05-03 06:44:54,1298.1,0 days 00:05:02
685338,2021-05-03 06:50:10,1318.2,0 days 00:05:16
685357,2021-05-03 06:55:24,1340.9,0 days 00:05:14
685377,2021-05-03 07:00:30,1364,0 days 00:05:06
685396,2021-05-03 07:05:54,1386.6,0 days 00:05:24
685408,2021-05-03 07:11:18,1395.3,0 days 00:05:24
685419,2021-05-03 07:16:47,1402.7,0 days 00:05:29
685430,2021-05-03 07:22:04,1409.7,0 days 00:05:17
685446,2021-05-03 07:27:04,1428.1,0 days 00:05:00
685464,2021-05-03 07:32:18,1448.8,0 days 00:05:14
685476,2021-05-03 07:37:34,1458.2,0 days 00:05:16
685485,2021-05-03 07:42:36,1458.9,0 days 00:05:02
685496,2021-05-03 07:47:58,1448.7,0 days 00:05:22
685508,2021-05-03 07:53:22,1436.5,0 days 00:05:24
685516,2021-05-03 07:58:22,1439.2,0 days 00:05:00
685529,2021-05-03 08:03:48,1454.7,0 days 00:05:26
685540,2021-05-03 08:08:50,1464.1,0 days 00:05:02
685552,2021-05-03 08:14:07,1470.6,0 days 00:05:17
685563,2021-05-03 08:19:12,1480.2,0 days 00:05:05
685573,2021-05-03 08:24:12,1484.3,0 days 00:05:00
685584,2021-05-03 08:29:14,1474.3,0 days 00:05:02
685598,2021-05-03 08:34:22,1458,0 days 00:05:08
685614,2021-05-03 08:39:28,1439.9,0 days 00:05:06
685632,2021-05-03 08:44:42,1419.6,0 days 00:05:14
685649,2021-05-03 08:49:54,1399.9,0 days 00:05:12
685666,2021-05-03 08:55:06,1380.4,0 days 00:05:12
685681,2021-05-03 09:00:08,1363.9,0 days 00:05:02
685694,2021-05-03 09:05:14,1348.8,0 days 00:05:06
685707,2021-05-03 09:10:28,1335.2,0 days 00:05:14
685721,2021-05-03 09:15:37,1322.7,0 days 00:05:09
685733,2021-05-03 09:20:50,1311.7,0 days 00:05:13
685744,2021-05-03 09:25:56,1301.8,0 days 00:05:06
685755,2021-05-03 09:31:16,1293.2,0 days 00:05:20
685766,2021-05-03 09:36:32,1282,0 days 00:05:16
685778,2021-05-03 09:41:32,1270.1,0 days 00:05:00
685789,2021-05-03 09:46:46,1260,0 days 00:05:14
685800,2021-05-03 09:52:02,1250.8,0 days 00:05:16
685811,2021-05-03 09:57:08,1239.5,0 days 00:05:06
685824,2021-05-03 10:02:24,1227,0 days 00:05:16
685836,2021-05-03 10:07:39,1214.3,0 days 00:05:15
685848,2021-05-03 10:12:52,1200.9,0 days 00:05:13
685860,2021-05-03 10:17:56,1188.4,0 days 00:05:04
685872,2021-05-03 10:23:06,1175.3,0 days 00:05:10
685884,2021-05-03 10:28:12,1162.1,0 days 00:05:06
685896,2021-05-03 10:33:36,1148.9,0 days 00:05:24
685908,2021-05-03 10:38:50,1136,0 days 00:05:14
685920,2021-05-03 10:44:02,1123.1,0 days 00:05:12
685932,2021-05-03 10:49:12,1110.1,0 days 00:05:10
685944,2021-05-03 10:54:34,1097.8,0 days 00:05:22
685956,2021-05-03 10:59:44,1085.5,0 days 00:05:10
685968,2021-05-03 11:04:50,1073.2,0 days 00:05:06
685980,2021-05-03 11:10:02,1060.3,0 days 00:05:12
685992,2021-05-03 11:15:04,1047.6,0 days 00:05:02
686004,2021-05-03 11:20:10,1034.5,0 days 00:05:06
686016,2021-05-03 11:25:16,1021.3,0 days 00:05:06
686028,2021-05-03 11:30:32,1008,0 days 00:05:16
686040,2021-05-03 11:35:43,995.3,0 days 00:05:11
686052,2021-05-03 11:41:04,982.2,0 days 00:05:21
686065,2021-05-03 11:46:24,969.2,0 days 00:05:20
686077,2021-05-03 11:51:46,956.8,0 days 00:05:22
686089,2021-05-03 11:57:02,944,0 days 00:05:16
686101,2021-05-03 12:02:22,931.3,0 days 00:05:20
686113,2021-05-03 12:07:38,919.1,0 days 00:05:16
686125,2021-05-03 12:12:52,907.1,0 days 00:05:14
686137,2021-05-03 12:18:20,895.4,0 days 00:05:28
686148,2021-05-03 12:23:30,884.2,0 days 00:05:10
686159,2021-05-03 12:28:40,873.6,0 days 00:05:10
686170,2021-05-03 12:33:52,863.5,0 days 00:05:12
686181,2021-05-03 12:39:14,852.8,0 days 00:05:22
686193,2021-05-03 12:44:34,842,0 days 00:05:20
686204,2021-05-03 12:49:38,831.8,0 days 00:05:04
686215,2021-05-03 12:54:43,821,0 days 00:05:05
686226,2021-05-03 12:59:51,809.8,0 days 00:05:08
686237,2021-05-03 13:05:03,799.1,0 days 00:05:12
686248,2021-05-03 13:10:13,787.3,0 days 00:05:10
686260,2021-05-03 13:15:27,775.7,0 days 00:05:14
686272,2021-05-03 13:20:36,763.1,0 days 00:05:09
686284,2021-05-03 13:25:49,750.5,0 days 00:05:13
686296,2021-05-03 13:31:06,738.4,0 days 00:05:17
686308,2021-05-03 13:36:27,726.1,0 days 00:05:21
686319,2021-05-03 13:41:31,715.7,0 days 00:05:04
686331,2021-05-03 13:46:54,705.5,0 days 00:05:23
686342,2021-05-03 13:52:00,695.4,0 days 00:05:06
686353,2021-05-03 13:57:16,685.1,0 days 00:05:16
686365,2021-05-03 14:02:43,674.2,0 days 00:05:27
686376,2021-05-03 14:07:53,663.2,0 days 00:05:10
686387,2021-05-03 14:12:56,652.6,0 days 00:05:03
686398,2021-05-03 14:18:11,642.6,0 days 00:05:15
686409,2021-05-03 14:23:33,633.3,0 days 00:05:22
686419,2021-05-03 14:28:33,624.6,0 days 00:05:00
686430,2021-05-03 14:33:48,615.6,0 days 00:05:15
686441,2021-05-03 14:39:10,606.3,0 days 00:05:22
686452,2021-05-03 14:44:27,598,0 days 00:05:17
686463,2021-05-03 14:49:45,590.3,0 days 00:05:18
686473,2021-05-03 14:55:13,583.3,0 days 00:05:28
686483,2021-05-03 15:00:13,576.1,0 days 00:05:00
686493,2021-05-03 15:05:14,569.9,0 days 00:05:01
686504,2021-05-03 15:10:43,564.5,0 days 00:05:29
686514,2021-05-03 15:15:43,559.1,0 days 00:05:00
686524,2021-05-03 15:20:44,553.1,0 days 00:05:01
686535,2021-05-03 15:26:13,546.4,0 days 00:05:29
686546,2021-05-03 15:31:39,539.1,0 days 00:05:26
686556,2021-05-03 15:37:07,532.9,0 days 00:05:28
686566,2021-05-03 15:42:08,526.9,0 days 00:05:01
686576,2021-05-03 15:47:08,521.4,0 days 00:05:00
686586,2021-05-03 15:52:37,516.7,0 days 00:05:29
686596,2021-05-03 15:57:37,511.7,0 days 00:05:00
686606,2021-05-03 16:02:37,506.4,0 days 00:05:00
686616,2021-05-03 16:07:38,500.9,0 days 00:05:01
686627,2021-05-03 16:13:07,495.4,0 days 00:05:29
686637,2021-05-03 16:18:07,489.3,0 days 00:05:00
686647,2021-05-03 16:23:07,483.9,0 days 00:05:00
686657,2021-05-03 16:28:07,478.1,0 days 00:05:00
686667,2021-05-03 16:33:07,472.4,0 days 00:05:00
686676,2021-05-03 16:38:07,468.2,0 days 00:05:00
686685,2021-05-03 16:43:07,466.7,0 days 00:05:00
686693,2021-05-03 16:48:07,467.5,0 days 00:05:00
686703,2021-05-03 16:53:07,467.2,0 days 00:05:00
686712,2021-05-03 16:58:07,465.4,0 days 00:05:00
686721,2021-05-03 17:03:35,462,0 days 00:05:28
686731,2021-05-03 17:08:35,457.5,0 days 00:05:00
686741,2021-05-03 17:13:35,452.7,0 days 00:05:00
686751,2021-05-03 17:18:35,448.6,0 days 00:05:00
686760,2021-05-03 17:23:36,444.1,0 days 00:05:01
686770,2021-05-03 17:28:36,439.5,0 days 00:05:00
686781,2021-05-03 17:34:05,433.2,0 days 00:05:29
686791,2021-05-03 17:39:05,427.5,0 days 00:05:00
686801,2021-05-03 17:44:21,421.5,0 days 00:05:16
686810,2021-05-03 17:49:22,417.8,0 days 00:05:01
686820,2021-05-03 17:54:22,413.8,0 days 00:05:00
686829,2021-05-03 17:59:22,413.8,0 days 00:05:00
686839,2021-05-03 18:04:52,416.6,0 days 00:05:30
686846,2021-05-03 18:09:52,416.8,0 days 00:05:00
686856,2021-05-03 18:15:13,420.4,0 days 00:05:21
686867,2021-05-03 18:20:42,427.7,0 days 00:05:29
686877,2021-05-03 18:25:42,434.7,0 days 00:05:00
686886,2021-05-03 18:30:42,437,0 days 00:05:00
686896,2021-05-03 18:35:42,443.5,0 days 00:05:00
686910,2021-05-03 18:40:56,458.8,0 days 00:05:14
686925,2021-05-03 18:46:04,476,0 days 00:05:08
686941,2021-05-03 18:51:18,494.8,0 days 00:05:14
686961,2021-05-03 18:56:20,517.6,0 days 00:05:02
686977,2021-05-03 19:01:28,535.9,0 days 00:05:08
686993,2021-05-03 19:06:32,553.9,0 days 00:05:04
687017,2021-05-03 19:11:46,582.3,0 days 00:05:14
687043,2021-05-03 19:16:52,613.2,0 days 00:05:06
687066,2021-05-03 19:22:14,640.4,0 days 00:05:22
687077,2021-05-03 19:27:30,649.5,0 days 00:05:16
687087,2021-05-03 19:32:30,650.5,0 days 00:05:00
687096,2021-05-03 19:37:30,648.1,0 days 00:05:00
687105,2021-05-03 19:42:30,644.2,0 days 00:05:00
687115,2021-05-03 19:47:30,639.5,0 days 00:05:00
687125,2021-05-03 19:52:30,635.1,0 days 00:05:00
687135,2021-05-03 19:57:30,630.2,0 days 00:05:00
687144,2021-05-03 20:02:30,626.5,0 days 00:05:00
687153,2021-05-03 20:07:30,622,0 days 00:05:00
687163,2021-05-03 20:12:30,617.6,0 days 00:05:00
687173,2021-05-03 20:17:30,612.4,0 days 00:05:00
687184,2021-05-03 20:22:48,609.2,0 days 00:05:18
687193,2021-05-03 20:27:48,606.5,0 days 00:05:00
687203,2021-05-03 20:32:48,603.9,0 days 00:05:00
687211,2021-05-03 20:37:48,600.6,0 days 00:05:00
687220,2021-05-03 20:42:48,597.9,0 days 00:05:00
687230,2021-05-03 20:47:48,594.7,0 days 00:05:00
687238,2021-05-03 20:52:48,592.5,0 days 00:05:00
687248,2021-05-03 20:57:48,588.5,0 days 00:05:00
687258,2021-05-03 21:02:48,584.6,0 days 00:05:00
687267,2021-05-03 21:07:48,581.3,0 days 00:05:00
687276,2021-05-03 21:12:48,578.3,0 days 00:05:00
687285,2021-05-03 21:17:48,574.1,0 days 00:05:00
687295,2021-05-03 21:22:48,570.6,0 days 00:05:00
687305,2021-05-03 21:27:48,567.6,0 days 00:05:00
687313,2021-05-03 21:32:49,568,0 days 00:05:01
687324,2021-05-03 21:38:18,573.3,0 days 00:05:29
687335,2021-05-03 21:43:44,580.2,0 days 00:05:26
687346,2021-05-03 21:49:06,590,0 days 00:05:22
687358,2021-05-03 21:54:06,601.5,0 days 00:05:00
687372,2021-05-03 21:59:16,617.4,0 days 00:05:10
687390,2021-05-03 22:04:18,638.6,0 days 00:05:02
687407,2021-05-03 22:09:24,658.2,0 days 00:05:06
687423,2021-05-03 22:14:39,676.9,0 days 00:05:15
687438,2021-05-03 22:19:48,694.8,0 days 00:05:09
687454,2021-05-03 22:25:06,713.7,0 days 00:05:18
687470,2021-05-03 22:30:06,731.9,0 days 00:05:00
687489,2021-05-03 22:35:16,754.2,0 days 00:05:10
687511,2021-05-03 22:40:30,779.6,0 days 00:05:14
687530,2021-05-03 22:45:44,801.2,0 days 00:05:14
687550,2021-05-03 22:51:00,823.9,0 days 00:05:16
687569,2021-05-03 22:56:01,846.4,0 days 00:05:01
687586,2021-05-03 23:01:02,866.1,0 days 00:05:01
687604,2021-05-03 23:06:03,886.8,0 days 00:05:01
687623,2021-05-03 23:11:09,908.6,0 days 00:05:06
687640,2021-05-03 23:16:12,928.9,0 days 00:05:03
687656,2021-05-03 23:21:32,947.3,0 days 00:05:20
687669,2021-05-03 23:26:45,961.9,0 days 00:05:13
687681,2021-05-03 23:31:57,975,0 days 00:05:12
687693,2021-05-03 23:36:58,988.8,0 days 00:05:01
687707,2021-05-03 23:42:04,1004.7,0 days 00:05:06
687719,2021-05-03 23:47:05,1017.3,0 days 00:05:01
687730,2021-05-03 23:52:13,1026.3,0 days 00:05:08
687741,2021-05-03 23:57:33,1033.7,0 days 00:05:20
687752,2021-05-04 00:02:51,1042.4,0 days 00:05:18
687763,2021-05-04 00:08:06,1052.5,0 days 00:05:15
687774,2021-05-04 00:13:23,1060.8,0 days 00:05:17
687785,2021-05-04 00:18:47,1068.6,0 days 00:05:24
687793,2021-05-04 00:24:10,1072.2,0 days 00:05:23
687802,2021-05-04 00:29:40,1074.6,0 days 00:05:30
687812,2021-05-04 00:35:10,1074.7,0 days 00:05:30
687822,2021-05-04 00:40:39,1072.3,0 days 00:05:29
687832,2021-05-04 00:45:39,1069.7,0 days 00:05:00
687841,2021-05-04 00:50:39,1065.4,0 days 00:05:00
687852,2021-05-04 00:56:07,1060.3,0 days 00:05:28
687863,2021-05-04 01:01:33,1054.1,0 days 00:05:26
687873,2021-05-04 01:06:33,1051.4,0 days 00:05:00
687882,2021-05-04 01:11:33,1048.7,0 days 00:05:00
687892,2021-05-04 01:16:33,1043.7,0 days 00:05:00
687903,2021-05-04 01:21:56,1037,0 days 00:05:23
687914,2021-05-04 01:27:26,1031.3,0 days 00:05:30
687925,2021-05-04 01:32:55,1025.3,0 days 00:05:29
687934,2021-05-04 01:37:55,1020.5,0 days 00:05:00
687944,2021-05-04 01:42:55,1015.2,0 days 00:05:00
687953,2021-05-04 01:47:55,1010.9,0 days 00:05:00
687963,2021-05-04 01:53:07,1008.5,0 days 00:05:12
687973,2021-05-04 01:58:07,1005.1,0 days 00:05:00
687983,2021-05-04 02:03:07,1000.5,0 days 00:05:00
687993,2021-05-04 02:08:08,995.4,0 days 00:05:01
688002,2021-05-04 02:13:08,990.2,0 days 00:05:00
688013,2021-05-04 02:18:37,986.5,0 days 00:05:29
688020,2021-05-04 02:23:55,987.8,0 days 00:05:18
688031,2021-05-04 02:29:23,993.1,0 days 00:05:28
688040,2021-05-04 02:34:23,997.7,0 days 00:05:00
688050,2021-05-04 02:39:24,1001.9,0 days 00:05:01
688061,2021-05-04 02:44:53,1008.2,0 days 00:05:29
688072,2021-05-04 02:50:15,1017,0 days 00:05:22
688083,2021-05-04 02:55:31,1025.5,0 days 00:05:16
688093,2021-05-04 03:00:31,1030.8,0 days 00:05:00
688101,2021-05-04 03:05:31,1033.3,0 days 00:05:00
688107,2021-05-04 03:10:31,1035,0 days 00:05:00
688117,2021-05-04 03:15:32,1038.8,0 days 00:05:01
